year,doy,hod,A(uso),A(pmax),E(uso),E(pmax),Ci(uso),Ci(pmax),gs(uso),gs(pmax),Pleaf(uso),Pleaf(pmax),Tleaf(uso),Tleaf(pmax),Rublim(uso),Rublim(pmax),ksc(pmax),VCsun(pmax),VCsha(pmax),Eci(uso),Eci(pmax),Es(uso),Es(pmax),sw(uso),sw(pmax),Ps(uso),Ps(pmax)
[-],[-],[h],[umol m-2 s-1],[umol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[Pa],[Pa],[mol m-2 s-1],[mol m-2 s-1],[MPa],[MPa],[degC],[degC],[-],[-],[mmol m-2 s-1 MPa-1],[-],[-],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[m3 m-3],[m3 m-3],[MPa],[MPa]
2016,303,9.5,18.45590928635877,0.0,1.7325326243017845,0.0,33.09098750583904,0.0,0.29047655958815793,0.0,0.0,0.0,6911.6881568032295,0.0,False,0.0,6.010631053928128,0.9998796344145388,1.0,0.0,0.0,0.3371133478128862,0.3371133478128862,0.111,0.111,-0.037854645342310235,-0.037854645342310235
2016,303,10.0,10.964293353022878,0.0,1.3783306007277851,0.0,31.61672228211135,0.0,0.14645978910308904,0.0,0.0,0.0,8629.089860502856,0.0,False,0.0,6.010631053928128,0.9998796344145388,1.0,0.0,0.0,0.2216814912758102,0.2216814912758102,0.111,0.111,-0.037854645342310235,-0.037854645342310235
2016,303,10.5,15.227364967369342,27.549348861564553,2.007594474541357,11.732120994814952,31.094482503652582,41.0741649321551,0.19806155084198496,0.6206040970875156,0.0,-0.6070476487600232,9620.606006098245,25.138794833987788,False,False,6.010631053928128,0.988934560262051,0.9990186958460769,0.0,0.0,0.3070574843358294,0.3070574843358294,0.111,0.111,-0.037854645342310235,-0.037854645342310235
2016,303,11.0,6.7636543145267645,0.0,0.8914713920905423,0.0,31.501148136543385,0.0,0.08825342910565848,0.0,0.0,0.0,8980.310512727803,0.0,False,0.0,6.010631053928128,0.988934560262051,0.9990186958460769,0.0,0.0,0.09219015438544031,0.09219015438544031,0.111,0.111,-0.037854645342310235,-0.037854645342310235
2016,303,11.5,5.339183780246826,6.184027435773157,0.725289499371382,4.428869788037216,31.363114170591558,41.74803888163837,0.06857566261834727,0.45293759847503107,0.0,-0.49320904807648064,26.14161730837841,26.040354357157973,False,False,6.010631053928128,0.9974607197347081,0.9990186958460769,0.0,0.0,0.07485982086878933,0.07485982086878933,0.111,0.111,-0.037854645342310235,-0.037854645342310235
2016,303,12.0,0.9848236485490851,1.2201150824146167,0.10490412166111014,0.7331208712877236,33.203114609658044,41.680405913696745,0.014609792136551777,0.10478154506690639,0.0,-0.11374704579800529,25.111665622126754,25.108007610146046,False,False,6.010631053928128,0.9999428431892257,0.9990186958460769,0.0,0.0,0.01974290856366594,0.01974290856366594,0.111,0.111,-0.037854645342310235,-0.037854645342310235
2016,303,12.5,0.29316056061105966,0.0,0.026859295142882718,0.0,34.196265658345716,0.0,0.004778117750406758,0.0,0.0,0.0,24.2663555162707,0.0,False,0.0,6.01062767123044,0.999996118761585,0.9990186958460769,0.0,0.0,0.01083015316745983,0.01083015316745983,0.11,0.11,-0.040217713132218724,-0.040217713132218724
2016,303,13.0,2.1357172552195967,2.419235649191541,0.20206494768397526,1.064060291671762,33.89686511612812,41.712815327755365,0.03401983697552367,0.18668741794111995,0.0,-0.15402068967822502,24.962626609524413,24.951412651786626,False,False,6.01062767123044,0.9998747986717622,0.9990186958460769,0.0,0.0,0.033236354612020506,0.033236354612020506,0.11,0.11,-0.040217713132218724,-0.040217713132218724
2016,303,13.5,4.760520410029536,5.390325223156293,0.5388438863670648,2.756149477557385,32.61379246132471,41.694563969873705,0.06785630640882953,0.36609101904029984,0.0,-0.3436923172549022,25.860138218247076,25.769617086579125,False,False,6.01062767123044,0.9990017509491385,0.9990186958460769,0.0,0.0,0.06515875818366826,0.06515875818366826,0.11,0.11,-0.040217713132218724,-0.040217713132218724
2016,303,14.0,2.8448521459868705,3.1633246354162314,0.26614096634557244,1.3087391095118024,33.929919493932815,41.68637588529713,0.045590576674672444,0.23656396944316274,0.0,-0.19195501519356045,25.129529507370414,25.12510754158246,False,False,6.01062767123044,0.9997787097651161,0.9990186958460769,0.0,0.0,0.039691762269428686,0.039691762269428686,0.11,0.11,-0.040217713132218724,-0.040217713132218724
2016,303,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,6.01062767123044,0.9997787097651161,0.9990186958460769,0.0,0.0,0.005566401644582514,0.005566401644582514,0.11,0.11,-0.040217713132218724,-0.040217713132218724
2016.0,303.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.01062767123044,0.9997787097651161,0.9990186958460769,0.0,0.0,0.0006936754898177936,0.0006936754898177936,0.11,0.11,-0.040217713132218724,-0.040217713132218724
