year,doy,hod,A(uso),A(pmax),E(uso),E(pmax),Ci(uso),Ci(pmax),gs(uso),gs(pmax),Pleaf(uso),Pleaf(pmax),Tleaf(uso),Tleaf(pmax),Rublim(uso),Rublim(pmax),ksc(pmax),VCsun(pmax),VCsha(pmax),Eci(uso),Eci(pmax),Es(uso),Es(pmax),sw(uso),sw(pmax),Ps(uso),Ps(pmax)
[-],[-],[h],[umol m-2 s-1],[umol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[Pa],[Pa],[mol m-2 s-1],[mol m-2 s-1],[MPa],[MPa],[degC],[degC],[-],[-],[mmol m-2 s-1 MPa-1],[-],[-],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[m3 m-3],[m3 m-3],[MPa],[MPa]
2011.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.834014201,1.0,1.0,0.0,0.0,0.0,0.0,0.249014473,0.24901447299999996,-0.048470293145511566,-0.048470293145511566
2011.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.834014201,1.0,1.0,0.0,0.0,0.0,0.0,0.24901378443386907,0.249013784433869,-0.0484711899591396,-0.04847118995913965
2011.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.834014201,1.0,1.0,0.0,0.0,0.0,0.0,0.24901309580535166,0.24901309580535164,-0.04847208687309775,-0.04847208687309775
2011.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.834014201,1.0,1.0,0.0,0.0,0.0,0.0,0.24901240711444822,0.2490124071144482,-0.04847298388739106,-0.04847298388739106
2011.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.834014201,1.0,1.0,0.0,0.0,0.0,0.0,0.24901171836115904,0.24901171836115898,-0.04847388100202475,-0.04847388100202482
2011.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.834014201,1.0,1.0,0.0,0.0,0.0,0.0,0.24901102954548446,0.24901102954548443,-0.04847477821700405,-0.048474778217004105
2011.0,1.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.834014201,1.0,1.0,0.0,0.0,0.0,0.0,0.24901034066742483,0.24901034066742478,-0.04847567553233416,-0.04847567553233422
2011.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.834014201,1.0,1.0,0.0,0.0,0.0,0.0,0.2490096517269805,0.24900965172698045,-0.04847657294802025,-0.04847657294802031
2011.0,1.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.834014201,1.0,1.0,0.0,0.0,0.0,0.0,0.24900896272415182,0.24900896272415177,-0.04847747046406749,-0.04847747046406755
