year,doy,hod,PPFD,Tair,VPD,Tair_ref,VPD_ref,E,A,height,Tleaf,sw,sw0,Ps,Pleaf,LAI,precip,u,coszen,Patm,CO2,O2,max_leaf_width,can_sat,kcanint,Vmax25,gamstar25,Tref,JV,Rlref,TRlref,Kc25,Ko25,alpha,c1,c2,c3,c4,eps_l,eps_s,albedo_l,albedo_l2,albedo_ws,albedo_ds,tau_l,chi_l,kn,Ev,Ej,Egamstar,Ec,Eo,deltaSv,deltaSj,Hdv,Hdj,P50,P88,kmax,ratiocrit,g1,sfw,nPs,ground_area,Ztop,Zbottom,root_beta,Psie,hyds,theta_sat,fc,pwp,bch,r_soil
[-],[-],[-],[umol m-2 s-1],[deg C],[kPa],[deg C],[kPa],[mmol m-2 s-1],[umol m-2 s-1],[m],[deg C],[m3 m-3],[m3 m-3],[MPa],[MPa],[m2 m-2],[mm d-1],[m s-1],[-],[kPa],[Pa],[kPa],[m],[mm d-1],[-],[umol m-2 s-1],[Pa],[deg C],[-],[umol m-2 s-1],[deg C],[Pa],[Pa],[mol(photon) mol(e-)-1],[-],[-],[-],[-],[-],[-],[-],[-],[-],[-],[-],[-],[-],[J mol-1],[J mol-1],[J mol-1],[J mol-1],[J mol-1],[J mol-1 K-1],[J mol-1 K-1],[J mol-1],[J mol-1],[-MPa],[-MPa],[mmol m-2 s-1 MPa-1],[-],[kPa0.5],[-],[MPa],[m2],[m],[m],[1^(cm-1)],[MPa],[m s-1],[m3 m-3],[m3 m-3],[m3 m-3],[-],[-]
2016,303,0,0.001,18.94830704,0.239129355,15.92793036,0.179193789,0.423759192,-4.712506053,8.66,18.9825,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,20.73,0.025,5.8,0.645,91.9177,4.22,25,1.640611112,1.347146,25,39.96,27.48,0.3,0.7,0.9999,0.83,0.93,0.97,0.945,0.108,0.3,0.1,0.25,0.155,0.01,0.001,60000,30000,37830,79430,36380,650,650,200000,200000,4.31,6.64,9.431053,0.05,2.645608,0.5,2,1,0.1,0.6275,0.94,-0.001490442,0.00000828,0.18,0.15,0.05,6.691151564,0.5
2016,303,0.016666667,0,18.91833496,0.239818326,15.95431137,0.178027431,0.423636511,-4.708053626,8.66,18.98148889,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.033333333,0.002,18.94877434,0.23709879,15.96391964,0.175267372,0.42351383,-4.703601198,8.66,18.98047778,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.05,0.002,18.89314461,0.235502989,15.95558929,0.174089214,0.423391149,-4.699148771,8.66,18.97946667,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.066666667,0.002,18.93921089,0.236751556,15.98474407,0.172543861,0.423268467,-4.694696344,8.66,18.97845556,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.083333333,0.002,18.9108429,0.23642429,16.01139545,0.175418586,0.423145786,-4.690243917,8.66,18.97744444,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.1,0.001,18.9272213,0.237544197,15.9747467,0.174060266,0.423023105,-4.68579149,8.66,18.97643333,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.116666667,0,18.89817619,0.236128117,15.93059826,0.174581636,0.422900424,-4.681339063,8.66,18.97542222,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.133333333,0.001,18.94995308,0.236283059,15.97311687,0.175824611,0.422777743,-4.676886636,8.66,18.97441111,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.15,0.001,18.92675972,0.237670438,15.95232487,0.172513442,0.422655061,-4.672434209,8.66,18.9734,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.166666667,0.001,18.94421768,0.23665465,15.89734459,0.170454325,0.42253238,-4.667981782,8.66,18.97238889,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.183333333,0.001,18.93631554,0.237014093,15.91522551,0.170461412,0.422409699,-4.663529355,8.66,18.97137778,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.2,0.002,18.94982338,0.237208151,15.9369421,0.170706936,0.422287018,-4.659076928,8.66,18.97036667,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.216666667,0,18.91177845,0.237540964,15.9316144,0.169317673,0.422164337,-4.654624501,8.66,18.96935556,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.233333333,0.002,18.93782425,0.237846748,15.90912247,0.172333208,0.422041656,-4.650172074,8.66,18.96834444,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.25,0.002,18.94522095,0.23725313,15.89829302,0.169470487,0.421918974,-4.645719647,8.66,18.96733333,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.266666667,0,18.94495583,0.237008627,15.89496088,0.170130585,0.421796293,-4.64126722,8.66,18.96632222,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.283333333,0.001,18.92738914,0.236909605,15.9291153,0.172058636,0.421673612,-4.636814793,8.66,18.96531111,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.3,0.001,18.94655132,0.236971494,15.94660902,0.170179042,0.421550931,-4.632362366,8.66,18.9643,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.316666667,0,18.93118286,0.236740199,15.96410275,0.17157326,0.42142825,-4.627909939,8.66,18.96328889,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.333333333,0,18.94644165,0.236509892,15.96826792,0.16999649,0.421305568,-4.623457512,8.66,18.96227778,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.35,0.002,18.94629669,0.236554034,15.95906639,0.167428282,0.421182887,-4.619005085,8.66,18.96126667,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.366666667,0,18.94890976,0.235645194,15.99068165,0.172283729,0.421060206,-4.614552658,8.66,18.96025556,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.383333333,0.001,18.94969177,0.238321875,15.98449898,0.170665447,0.420937525,-4.610100231,8.66,18.95924444,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.4,0.002,18.98595428,0.239001971,15.97450304,0.174869478,0.420814844,-4.605647804,8.66,18.95823333,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.416666667,0.002,18.94969559,0.240021761,15.97362137,0.175530524,0.420692163,-4.601195377,8.66,18.95722222,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.433333333,0.002,18.95168877,0.238311801,15.97112226,0.174040944,0.420569481,-4.596742949,8.66,18.95621111,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.45,0.002,18.94928646,0.240132779,16.00111008,0.173334259,0.4204468,-4.592290522,8.66,18.9552,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.466666667,0.002,18.98124504,0.237837828,15.94946432,0.172138167,0.420324119,-4.587838095,8.66,18.95418889,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.483333333,0.002,18.98278522,0.240737019,15.89759636,0.169097868,0.420201438,-4.583385668,8.66,18.95317778,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.5,0.001,18.98014069,0.240641459,15.91585588,0.173140046,0.420078757,-4.578933241,8.66,18.95216667,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.516666667,0,18.97901917,0.24066522,15.90502644,0.171459295,0.419007302,-4.567799902,8.66,18.95053333,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.533333333,0,18.97067261,0.23805832,15.93501568,0.168277641,0.417935847,-4.556666563,8.66,18.9489,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.55,0.002,18.94368935,0.23905744,15.9258523,0.170039123,0.416864392,-4.545533225,8.66,18.94726667,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.566666667,0.001,18.94610977,0.238406108,15.90835857,0.169445375,0.415792938,-4.534399886,8.66,18.94563333,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.583333333,0,18.94128418,0.237766582,15.9233532,0.16584351,0.414721483,-4.523266547,8.66,18.944,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.6,0.001,18.94750023,0.238023935,15.93834782,0.162025714,0.413650028,-4.512133208,8.66,18.94236667,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.616666667,0,18.9200325,0.237542461,15.92751837,0.163571599,0.412578573,-4.500999869,8.66,18.94073333,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.633333333,0,18.94386196,0.23489372,15.90526676,0.167993217,0.411507119,-4.48986653,8.66,18.9391,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.65,0.001,18.90320206,0.237072212,15.87906075,0.168616112,0.410435664,-4.478733191,8.66,18.93746667,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.666666667,0.001,18.93812943,0.2357012,15.85237551,0.1675418,0.409364209,-4.467599852,8.66,18.93583333,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.683333333,0,18.90165806,0.235041048,15.87312078,0.16670908,0.408292754,-4.456466513,8.66,18.9342,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.7,0.001,18.86765862,0.233660136,15.87617636,0.167871702,0.4072213,-4.445333174,8.66,18.93256667,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.716666667,0.002,18.87208748,0.232555036,15.92179728,0.169404644,0.406149845,-4.434199835,8.66,18.93093333,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.733333333,0.002,18.86367989,0.230303244,15.91366816,0.170293727,0.40507839,-4.423066496,8.66,18.9293,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.75,0.001,18.87579536,0.232570797,15.90450478,0.17264317,0.404006935,-4.411933157,8.66,18.92766667,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.766666667,0,18.88670731,0.232769607,15.89570379,0.171739605,0.402935481,-4.400799818,8.66,18.92603333,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.783333333,0.001,18.88419342,0.233291876,15.8960824,0.173605875,0.401864026,-4.38966648,8.66,18.9244,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.8,0.002,18.86562157,0.232445273,15.94856358,0.174855045,0.400792571,-4.378533141,8.66,18.92276667,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.816666667,0.002,18.89595413,0.233889642,15.93273592,0.17119553,0.399721116,-4.367399802,8.66,18.92113333,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.833333333,0.001,18.94450378,0.233570637,15.87942171,0.16915438,0.398649662,-4.356266463,8.66,18.9195,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.85,0.001,18.8982029,0.234344932,15.90532351,0.171839523,0.397578207,-4.345133124,8.66,18.91786667,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.866666667,0.001,18.90757465,0.234045228,15.94038868,0.174029856,0.396506752,-4.333999785,8.66,18.91623333,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.883333333,0.001,18.9135952,0.234231841,15.9070673,0.171663414,0.395435297,-4.322866446,8.66,18.9146,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.9,0.002,18.93149185,0.234649913,15.89956999,0.170602831,0.394363843,-4.311733107,8.66,18.91296667,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.916666667,0.002,18.91772747,0.234430871,15.87124681,0.172674655,0.393292388,-4.300599768,8.66,18.91133333,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.933333333,0,18.93903351,0.234690339,15.85423708,0.173463825,0.392220933,-4.289466429,8.66,18.9097,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.95,0.002,18.90717697,0.235088963,15.86025906,0.170840164,0.391149478,-4.27833309,8.66,18.90806667,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.966666667,0.001,18.89039135,0.234267041,15.8600316,0.172569982,0.390078024,-4.267199751,8.66,18.90643333,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,0.983333333,0.002,18.88997364,0.233814807,15.85420036,0.17111661,0.389006569,-4.256066412,8.66,18.9048,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,303,1,0.001,18.86218643,0.231406815,15.88655758,0.171756416,0.387935114,-4.244933073,8.66,18.90316667,0.11,0.1,NA,NA,5.077385823,0,0.5,0,101.049,43.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
